ICD;Faelle;Tage;Tage_je_Fall;Jahr;Krankenhaus;Pflicht_alle;freiwillig;male
H80;1.148;21.292;19;2020;1;1.0;0;0
H81;49.544;722.654;15;2020;1;1.0;0;0
H82;314;4.940;16;2020;1;1.0;0;0
H83;1.535;27.394;18;2020;1;1.0;0;0
H90;2.968;52.175;18;2020;1;1.0;0;0
H91;20.749;335.363;16;2020;1;1.0;0;0
H92;16.366;90.226;6;2020;1;1.0;0;0
H93;22.167;422.287;19;2020;1;1.0;0;0
H94;79;1.499;19;2020;1;1.0;0;0
H95;282;5.895;21;2020;1;1.0;0;0
I00;635;12.261;19;2020;1;1.0;0;0
I01;343;5.708;17;2020;1;1.0;0;0
I02;246;3.372;14;2020;1;1.0;0;0
I05;185;9.732;53;2020;1;1.0;0;0
I06;1.565;13.638;9;2020;1;1.0;0;0
I07;301;6.343;21;2020;1;1.0;0;0
I08;153;6.054;40;2020;1;1.0;0;0
I09;314;3.126;10;2020;1;1.0;0;0
I10;120.563;1.826.509;15;2020;1;1.0;0;0
I11;4.159;79.193;19;2020;1;1.0;0;0
I12;219;4.162;19;2020;1;1.0;0;0
I13;372;6.741;18;2020;1;1.0;0;0
I15;694;11.517;17;2020;1;1.0;0;0
I20;10.392;176.198;17;2020;1;1.0;0;0
I21;4.376;381.670;87;2020;1;1.0;0;0
I22;88;3.800;43;2020;1;1.0;0;0
I23;73;1.498;21;2020;1;1.0;0;0
I24;864;24.050;28;2020;1;1.0;0;0
I25;14.238;554.106;39;2020;1;1.0;0;0
I26;3.630;197.914;55;2020;1;1.0;0;0
I27;586;23.169;40;2020;1;1.0;0;0
I28;42;1.069;25;2020;1;1.0;0;0
I30;419;12.233;29;2020;1;1.0;0;0
I31;1.050;53.392;51;2020;1;1.0;0;0
I32;86;2.608;30;2020;1;1.0;0;0
I33;117;5.816;50;2020;1;1.0;0;0
I34;1.162;57.126;49;2020;1;1.0;0;0
I35;1.092;79.506;73;2020;1;1.0;0;0
I36;60;3.297;55;2020;1;1.0;0;0
I37;73;1.289;18;2020;1;1.0;0;0
I38;264;10.298;39;2020;1;1.0;0;0
I39;89;684;8;2020;1;1.0;0;0
I40;693;22.836;33;2020;1;1.0;0;0
I41;124;3.566;29;2020;1;1.0;0;0
I42;1.906;121.762;64;2020;1;1.0;0;0
I43;137;3.232;24;2020;1;1.0;0;0
I44;826;21.611;26;2020;1;1.0;0;0
I45;923;17.389;19;2020;1;1.0;0;0
I46;285;14.708;52;2020;1;1.0;0;0
I47;10.827;142.263;13;2020;1;1.0;0;0
I48;12.405;286.959;23;2020;1;1.0;0;0
I49;16.118;276.273;17;2020;1;1.0;0;0
I50;3.655;208.212;57;2020;1;1.0;0;0
I51;4.600;121.063;26;2020;1;1.0;0;0
I52;42;1.244;30;2020;1;1.0;0;0
I60;1.249;168.855;135;2020;1;1.0;0;0
I61;898;154.590;172;2020;1;1.0;0;0
I62;162;15.511;96;2020;1;1.0;0;0
I63;5.748;704.059;122;2020;1;1.0;0;0
I64;1.652;220.514;133;2020;1;1.0;0;0
I65;1.028;48.135;47;2020;1;1.0;0;0
I66;399;11.096;28;2020;1;1.0;0;0
I67;2.929;138.228;47;2020;1;1.0;0;0
I68;10;449;45;2020;1;1.0;0;0
I69;1.128;149.100;132;2020;1;1.0;0;0
I70;4.270;176.365;41;2020;1;1.0;0;0
I71;673;61.114;91;2020;1;1.0;0;0
I72;1.263;70.971;56;2020;1;1.0;0;0
I73;2.235;84.924;38;2020;1;1.0;0;0
I74;754;35.570;47;2020;1;1.0;0;0
I77;1.259;45.169;36;2020;1;1.0;0;0
I78;342;3.807;11;2020;1;1.0;0;0
I79;53;3.779;71;2020;1;1.0;0;0
I80;17.353;341.597;20;2020;1;1.0;0;0
I81;161;7.328;46;2020;1;1.0;0;0
I82;4.131;97.348;24;2020;1;1.0;0;0
I83;50.497;751.516;15;2020;1;1.0;0;0
I84;1;4;4;2020;1;1.0;0;0
I85;287;7.022;24;2020;1;1.0;0;0
I86;381;6.533;17;2020;1;1.0;0;0
I87;6.715;104.113;16;2020;1;1.0;0;0
I88;7.021;66.649;9;2020;1;1.0;0;0
I89;7.687;246.469;32;2020;1;1.0;0;0
I95;29.038;215.634;7;2020;1;1.0;0;0
I97;1.449;38.233;26;2020;1;1.0;0;0
I98;219;3.289;15;2020;1;1.0;0;0
I99;58.404;452.883;8;2020;1;1.0;0;0
J00;300.967;2.068.278;7;2020;1;1.0;0;0
J01;163.251;1.266.458;8;2020;1;1.0;0;0
J02;179.206;1.211.382;7;2020;1;1.0;0;0
J03;176.955;1.265.541;7;2020;1;1.0;0;0
J04;78.856;674.470;9;2020;1;1.0;0;0
J05;466;4.194;9;2020;1;1.0;0;0
J06;3.030.330;23.108.483;8;2020;1;1.0;0;0
J09;1.593;16.027;10;2020;1;1.0;0;0
J10;9.175;101.337;11;2020;1;1.0;0;0
J11;106.938;980.171;9;2020;1;1.0;0;0
J12;2.528;31.690;13;2020;1;1.0;0;0
J13;124;2.438;20;2020;1;1.0;0;0
J14;48;586;12;2020;1;1.0;0;0
J15;1.792;42.159;24;2020;1;1.0;0;0
J16;240;6.121;26;2020;1;1.0;0;0
J17;52;1.264;24;2020;1;1.0;0;0
J18;24.202;529.549;22;2020;1;1.0;0;0
J20;253.786;2.541.712;10;2020;1;1.0;0;0
J21;1.835;20.404;11;2020;1;1.0;0;0
J22;40.599;343.098;8;2020;1;1.0;0;0
J30;19.227;150.811;8;2020;1;1.0;0;0
J31;10.447;71.495;7;2020;1;1.0;0;0
J32;161.530;1.336.224;8;2020;1;1.0;0;0
J33;1.668;22.638;14;2020;1;1.0;0;0
J34;22.415;285.147;13;2020;1;1.0;0;0
J35;8.155;102.378;13;2020;1;1.0;0;0
J36;3.086;32.788;11;2020;1;1.0;0;0
J37;1.330;17.682;13;2020;1;1.0;0;0
J38;4.202;91.874;22;2020;1;1.0;0;0
J39;9.597;83.082;9;2020;1;1.0;0;0
J40;184.492;1.843.738;10;2020;1;1.0;0;0
J41;19.612;216.572;11;2020;1;1.0;0;0
J42;12.646;126.349;10;2020;1;1.0;0;0
J43;861;33.128;38;2020;1;1.0;0;0
J44;29.159;832.393;29;2020;1;1.0;0;0
J45;65.783;973.810;15;2020;1;1.0;0;0
J46;553;9.869;18;2020;1;1.0;0;0
J47;513;11.961;23;2020;1;1.0;0;0
J60;25;790;32;2020;1;1.0;0;0
J61;13;699;54;2020;1;1.0;0;0
J62;13;191;15;2020;1;1.0;0;0
J63;28;2.344;84;2020;1;1.0;0;0
J64;8;97;12;2020;1;1.0;0;0
J65;3;16;5;2020;1;1.0;0;0
J66;15;147;10;2020;1;1.0;0;0
J67;238;7.285;31;2020;1;1.0;0;0
J68;210;2.603;12;2020;1;1.0;0;0
J69;374;4.676;13;2020;1;1.0;0;0
J70;77;1.276;17;2020;1;1.0;0;0
J80;215;6.761;31;2020;1;1.0;0;0
J81;47;4.316;92;2020;1;1.0;0;0
J82;121;5.111;42;2020;1;1.0;0;0
J84;923;48.920;53;2020;1;1.0;0;0
J85;50;4.639;93;2020;1;1.0;0;0
J86;279;16.192;58;2020;1;1.0;0;0
J90;769;39.091;51;2020;1;1.0;0;0
J91;30;2.522;84;2020;1;1.0;0;0
J92;48;349;7;2020;1;1.0;0;0
J93;862;36.571;42;2020;1;1.0;0;0
J94;180;5.480;30;2020;1;1.0;0;0
J95;307;8.077;26;2020;1;1.0;0;0
J96;1.585;62.683;40;2020;1;1.0;0;0
J98;194.311;1.552.545;8;2020;1;1.0;0;0
J99;381;3.251;9;2020;1;1.0;0;0
K00;1.476;5.744;4;2020;1;1.0;0;0
K01;13.566;66.748;5;2020;1;1.0;0;0
K02;4.562;17.509;4;2020;1;1.0;0;0
K03;2.086;8.629;4;2020;1;1.0;0;0
K04;23.986;104.596;4;2020;1;1.0;0;0
K05;4.175;16.872;4;2020;1;1.0;0;0
K06;967;5.689;6;2020;1;1.0;0;0
K07;9.278;98.680;11;2020;1;1.0;0;0
K08;609.360;1.971.845;3;2020;1;1.0;0;0
K09;1.273;9.973;8;2020;1;1.0;0;0
K10;7.403;50.355;7;2020;1;1.0;0;0
K11;8.187;69.498;8;2020;1;1.0;0;0
K12;4.587;34.466;8;2020;1;1.0;0;0
K13;1.058;7.231;7;2020;1;1.0;0;0
K14;1.305;12.723;10;2020;1;1.0;0;0
K20;1.335;9.407;7;2020;1;1.0;0;0
K21;37.231;289.744;8;2020;1;1.0;0;0
K22;3.312;29.930;9;2020;1;1.0;0;0
K23;19;215;11;2020;1;1.0;0;0
K25;6.221;74.429;12;2020;1;1.0;0;0
K26;2.650;31.317;12;2020;1;1.0;0;0
K27;929;6.217;7;2020;1;1.0;0;0
K28;339;7.364;22;2020;1;1.0;0;0
K29;219.159;1.582.644;7;2020;1;1.0;0;0
K30;8.748;53.102;6;2020;1;1.0;0;0
K31;13.840;94.225;7;2020;1;1.0;0;0
K35;14.861;203.633;14;2020;1;1.0;0;0
K36;1.424;15.585;11;2020;1;1.0;0;0
K37;8.801;127.361;14;2020;1;1.0;0;0
K38;389;5.977;15;2020;1;1.0;0;0
K40;7.273;179.117;25;2020;1;1.0;0;0
K41;900;22.091;25;2020;1;1.0;0;0
K42;6.545;161.687;25;2020;1;1.0;0;0
K43;6.928;227.924;33;2020;1;1.0;0;0
K44;5.961;69.720;12;2020;1;1.0;0;0
K45;248;6.135;25;2020;1;1.0;0;0
K46;857;28.244;33;2020;1;1.0;0;0
K50;27.155;471.914;17;2020;1;1.0;0;0
K51;21.153;340.368;16;2020;1;1.0;0;0
K52;243.919;1.331.949;5;2020;1;1.0;0;0
K55;724;16.895;23;2020;1;1.0;0;0
K56;6.246;156.293;25;2020;1;1.0;0;0
K57;49.298;636.919;13;2020;1;1.0;0;0
K58;16.414;147.402;9;2020;1;1.0;0;0
K59;19.103;130.750;7;2020;1;1.0;0;0
K60;9.134;168.242;18;2020;1;1.0;0;0
K61;4.732;107.012;23;2020;1;1.0;0;0
K62;10.142;104.577;10;2020;1;1.0;0;0
K63;31.480;119.405;4;2020;1;1.0;0;0
K64;34.164;279.009;8;2020;1;1.0;0;0
K65;890;42.458;48;2020;1;1.0;0;0
K66;4.430;89.839;20;2020;1;1.0;0;0
K67;23;170;7;2020;1;1.0;0;0
K70;651;30.473;47;2020;1;1.0;0;0
K71;374;10.437;28;2020;1;1.0;0;0
K72;164;11.814;72;2020;1;1.0;0;0
K73;136;3.425;25;2020;1;1.0;0;0
K74;1.474;69.968;47;2020;1;1.0;0;0
K75;1.560;46.903;30;2020;1;1.0;0;0
K76;2.994;60.777;20;2020;1;1.0;0;0
K77;43;712;17;2020;1;1.0;0;0
K80;42.867;706.735;16;2020;1;1.0;0;0
K81;5.420;111.682;21;2020;1;1.0;0;0
K82;2.025;37.252;18;2020;1;1.0;0;0
K83;2.323;46.190;20;2020;1;1.0;0;0
K85;5.573;137.926;25;2020;1;1.0;0;0
K86;2.319;66.814;29;2020;1;1.0;0;0
K87;34;712;21;2020;1;1.0;0;0
K90;2.599;19.232;7;2020;1;1.0;0;0
K91;1.853;53.528;29;2020;1;1.0;0;0
K92;25.035;157.226;6;2020;1;1.0;0;0
K93;55;698;13;2020;1;1.0;0;0
L00;132;1.072;8;2020;1;1.0;0;0
L01;1.963;16.384;8;2020;1;1.0;0;0
L02;35.710;470.318;13;2020;1;1.0;0;0
L03;26.237;308.331;12;2020;1;1.0;0;0
L04;2.454;23.384;10;2020;1;1.0;0;0
L05;5.133;134.790;26;2020;1;1.0;0;0
L08;4.517;42.286;9;2020;1;1.0;0;0
L10;395;6.173;16;2020;1;1.0;0;0
L11;241;3.069;13;2020;1;1.0;0;0
L12;195;6.246;32;2020;1;1.0;0;0
L13;268;3.570;13;2020;1;1.0;0;0
L14;36;854;24;2020;1;1.0;0;0
L20;12.435;185.927;15;2020;1;1.0;0;0
L21;504;5.058;10;2020;1;1.0;0;0
L22;47;554;12;2020;1;1.0;0;0
L23;12.452;103.489;8;2020;1;1.0;0;0
L24;829;15.213;18;2020;1;1.0;0;0
L25;2.521;29.527;12;2020;1;1.0;0;0
L26;31;293;9;2020;1;1.0;0;0
L27;1.606;11.521;7;2020;1;1.0;0;0
L28;728;10.613;15;2020;1;1.0;0;0
L29;3.045;26.201;9;2020;1;1.0;0;0
L30;24.188;318.423;13;2020;1;1.0;0;0
L40;11.140;302.751;27;2020;1;1.0;0;0
L41;120;2.446;20;2020;1;1.0;0;0
L42;552;4.060;7;2020;1;1.0;0;0
L43;748;14.087;19;2020;1;1.0;0;0
L44;82;1.375;17;2020;1;1.0;0;0
L45;17;378;22;2020;1;1.0;0;0
L50;12.014;96.286;8;2020;1;1.0;0;0
L51;350;5.713;16;2020;1;1.0;0;0
L52;771;14.753;19;2020;1;1.0;0;0
L53;825;10.312;13;2020;1;1.0;0;0
L54;32;391;12;2020;1;1.0;0;0
L55;1.073;4.645;4;2020;1;1.0;0;0
L56;613;5.085;8;2020;1;1.0;0;0
L57;949;7.228;8;2020;1;1.0;0;0
L58;23;1.137;49;2020;1;1.0;0;0
L59;59;2.567;44;2020;1;1.0;0;0
L60;12.601;145.090;12;2020;1;1.0;0;0
L62;9;159;18;2020;1;1.0;0;0
L63;292;5.961;20;2020;1;1.0;0;0
L64;51;916;18;2020;1;1.0;0;0
L65;472;7.138;15;2020;1;1.0;0;0
L66;127;1.552;12;2020;1;1.0;0;0
L67;11;56;5;2020;1;1.0;0;0
L68;51;833;16;2020;1;1.0;0;0
L70;1.257;20.799;17;2020;1;1.0;0;0
L71;2.077;23.132;11;2020;1;1.0;0;0
L72;18.034;137.696;8;2020;1;1.0;0;0
L73;2.850;54.208;19;2020;1;1.0;0;0
L74;703;9.765;14;2020;1;1.0;0;0
L75;56;922;16;2020;1;1.0;0;0
L80;76;879;12;2020;1;1.0;0;0
L81;399;2.593;7;2020;1;1.0;0;0
L82;778;2.420;3;2020;1;1.0;0;0
L83;10;78;8;2020;1;1.0;0;0
L84;1.738;25.908;15;2020;1;1.0;0;0
L85;601;8.194;14;2020;1;1.0;0;0
L86;2;12;6;2020;1;1.0;0;0
L87;43;766;18;2020;1;1.0;0;0
L88;184;8.100;44;2020;1;1.0;0;0
L89;558;18.937;34;2020;1;1.0;0;0
L90;2.625;43.175;16;2020;1;1.0;0;0
L91;775;10.961;14;2020;1;1.0;0;0
L92;1.612;21.711;13;2020;1;1.0;0;0
L93;1.612;47.828;30;2020;1;1.0;0;0
L94;362;5.018;14;2020;1;1.0;0;0
L95;464;7.638;16;2020;1;1.0;0;0
L97;1.317;76.782;58;2020;1;1.0;0;0
L98;4.182;93.416;22;2020;1;1.0;0;0
L99;477;3.690;8;2020;1;1.0;0;0
M00;603;19.691;33;2020;1;1.0;0;0
M01;105;2.620;25;2020;1;1.0;0;0
M02;1.717;38.278;22;2020;1;1.0;0;0
M03;62;2.269;37;2020;1;1.0;0;0
M05;8.110;171.163;21;2020;1;1.0;0;0
M06;25.502;761.355;30;2020;1;1.0;0;0
M07;1.865;49.614;27;2020;1;1.0;0;0
M08;892;16.895;19;2020;1;1.0;0;0
M09;125;3.535;28;2020;1;1.0;0;0
M10;5.897;69.578;12;2020;1;1.0;0;0
M11;268;8.878;33;2020;1;1.0;0;0
M12;835;17.476;21;2020;1;1.0;0;0
M13;31.085;682.147;22;2020;1;1.0;0;0
M14;151;6.790;45;2020;1;1.0;0;0
M15;8.517;295.406;35;2020;1;1.0;0;0
M16;23.317;1.681.508;72;2020;1;1.0;0;0
M17;56.309;3.329.276;59;2020;1;1.0;0;0
M18;19.264;862.138;45;2020;1;1.0;0;0
M19;30.374;1.241.466;41;2020;1;1.0;0;0
M20;27.320;1.602.462;59;2020;1;1.0;0;0
M21;6.191;268.153;43;2020;1;1.0;0;0
M22;9.948;381.529;38;2020;1;1.0;0;0
M23;80.535;3.348.185;42;2020;1;1.0;0;0
M24;11.217;416.510;37;2020;1;1.0;0;0
M25;156.202;3.412.290;22;2020;1;1.0;0;0
M30;313;10.021;32;2020;1;1.0;0;0
M31;1.444;54.268;38;2020;1;1.0;0;0
M32;2.370;55.440;23;2020;1;1.0;0;0
M33;638;15.841;25;2020;1;1.0;0;0
M34;1.955;44.267;23;2020;1;1.0;0;0
M35;6.635;191.292;29;2020;1;1.0;0;0
M36;38;785;21;2020;1;1.0;0;0
M40;2.301;44.689;19;2020;1;1.0;0;0
M41;8.140;210.873;26;2020;1;1.0;0;0
M42;14.299;498.858;35;2020;1;1.0;0;0
M43;15.037;433.198;29;2020;1;1.0;0;0
M45;5.095;124.755;24;2020;1;1.0;0;0
M46;3.584;101.272;28;2020;1;1.0;0;0
M47;56.815;1.489.450;26;2020;1;1.0;0;0
M48;14.696;1.003.390;68;2020;1;1.0;0;0
M49;133;3.409;26;2020;1;1.0;0;0
M50;24.606;1.199.727;49;2020;1;1.0;0;0
M51;104.032;5.068.787;49;2020;1;1.0;0;0
M53;119.019;2.211.721;19;2020;1;1.0;0;0
M54;1.095.369;18.202.468;17;2020;1;1.0;0;0
M60;1.239;20.646;17;2020;1;1.0;0;0
M61;222;6.387;29;2020;1;1.0;0;0
M62;62.276;742.134;12;2020;1;1.0;0;0
M63;127;3.048;24;2020;1;1.0;0;0
M65;91.856;2.090.421;23;2020;1;1.0;0;0
M66;1.263;64.765;51;2020;1;1.0;0;0
M67;25.506;670.987;26;2020;1;1.0;0;0
M68;116;2.120;18;2020;1;1.0;0;0
M70;22.901;417.436;18;2020;1;1.0;0;0
M71;9.076;223.528;25;2020;1;1.0;0;0
M72;12.583;335.385;27;2020;1;1.0;0;0
M73;68;2.121;31;2020;1;1.0;0;0
M75;132.937;5.467.772;41;2020;1;1.0;0;0
M76;18.687;451.334;24;2020;1;1.0;0;0
M77;122.005;2.805.280;23;2020;1;1.0;0;0
M79;124.141;2.296.904;19;2020;1;1.0;0;0
M80;810;59.427;73;2020;1;1.0;0;0
M81;1.752;79.164;45;2020;1;1.0;0;0
M82;63;1.027;16;2020;1;1.0;0;0
M83;132;4.048;31;2020;1;1.0;0;0
M84;4.732;239.970;51;2020;1;1.0;0;0
M85;1.239;53.307;43;2020;1;1.0;0;0
M86;2.124;61.878;29;2020;1;1.0;0;0
M87;1.778;137.205;77;2020;1;1.0;0;0
M88;64;3.065;48;2020;1;1.0;0;0
M89;3.392;181.512;54;2020;1;1.0;0;0
M90;72;2.439;34;2020;1;1.0;0;0
M91;133;5.332;40;2020;1;1.0;0;0
M92;654;25.177;39;2020;1;1.0;0;0
M93;3.211;187.685;58;2020;1;1.0;0;0
M94;6.835;276.959;41;2020;1;1.0;0;0
M95;2.004;35.145;18;2020;1;1.0;0;0
M96;1.298;82.707;64;2020;1;1.0;0;0
M99;149.595;1.859.687;12;2020;1;1.0;0;0
N00;248;4.731;19;2020;1;1.0;0;0
N01;30;262;9;2020;1;1.0;0;0
N02;231;3.038;13;2020;1;1.0;0;0
N03;187;2.339;13;2020;1;1.0;0;0
N04;347;13.892;40;2020;1;1.0;0;0
N05;742;13.852;19;2020;1;1.0;0;0
N06;42;280;7;2020;1;1.0;0;0
N07;46;506;11;2020;1;1.0;0;0
N08;75;2.559;34;2020;1;1.0;0;0
N10;10.160;94.080;9;2020;1;1.0;0;0
N11;717;7.993;11;2020;1;1.0;0;0
N12;17.566;169.865;10;2020;1;1.0;0;0
N13;10.725;156.286;15;2020;1;1.0;0;0
N14;24;195;8;2020;1;1.0;0;0
N15;252;8.083;32;2020;1;1.0;0;0
N16;33;837;25;2020;1;1.0;0;0
N17;577;32.583;56;2020;1;1.0;0;0
N18;3.778;160.826;43;2020;1;1.0;0;0
N19;635;35.412;56;2020;1;1.0;0;0
N20;22.469;291.677;13;2020;1;1.0;0;0
N21;199;2.184;11;2020;1;1.0;0;0
N22;8;129;16;2020;1;1.0;0;0
N23;6.135;64.107;10;2020;1;1.0;0;0
N25;78;2.678;34;2020;1;1.0;0;0
N26;153;5.045;33;2020;1;1.0;0;0
N27;18;228;13;2020;1;1.0;0;0
N28;1.528;29.469;19;2020;1;1.0;0;0
N29;81;1.280;16;2020;1;1.0;0;0
N30;90.365;464.134;5;2020;1;1.0;0;0
N31;1.093;13.431;12;2020;1;1.0;0;0
N32;2.343;24.554;10;2020;1;1.0;0;0
N33;33;263;8;2020;1;1.0;0;0
N34;667;4.078;6;2020;1;1.0;0;0
N35;755;7.114;9;2020;1;1.0;0;0
N36;571;6.686;12;2020;1;1.0;0;0
N37;13;105;8;2020;1;1.0;0;0
N39;176.538;1.014.130;6;2020;1;1.0;0;0
N40;6;395;66;2020;1;1.0;0;0
N41;6;188;31;2020;1;1.0;0;0
N42;2;13;7;2020;1;1.0;0;0
N43;10;70;7;2020;1;1.0;0;0
N44;5;208;42;2020;1;1.0;0;0
N45;7;77;11;2020;1;1.0;0;0
N46;6;32;5;2020;1;1.0;0;0
N47;6;53;9;2020;1;1.0;0;0
N48;9;56;6;2020;1;1.0;0;0
N49;6;26;4;2020;1;1.0;0;0
N50;33;1.309;40;2020;1;1.0;0;0
N51;10;258;26;2020;1;1.0;0;0
N60;2.125;27.679;13;2020;1;1.0;0;0
N61;6.791;91.979;14;2020;1;1.0;0;0
N62;1.943;52.962;27;2020;1;1.0;0;0
N63;1.977;55.727;28;2020;1;1.0;0;0
N64;5.665;103.223;18;2020;1;1.0;0;0
N70;9.008;111.067;12;2020;1;1.0;0;0
N71;2.171;26.543;12;2020;1;1.0;0;0
N72;349;4.487;13;2020;1;1.0;0;0
N73;2.757;39.862;14;2020;1;1.0;0;0
N74;21;174;8;2020;1;1.0;0;0
N75;4.467;40.660;9;2020;1;1.0;0;0
N76;9.678;83.945;9;2020;1;1.0;0;0
N77;697;4.412;6;2020;1;1.0;0;0
N80;22.349;386.223;17;2020;1;1.0;0;0
N81;8.961;343.181;38;2020;1;1.0;0;0
N82;541;21.256;39;2020;1;1.0;0;0
N83;24.975;312.904;13;2020;1;1.0;0;0
N84;11.524;84.628;7;2020;1;1.0;0;0
N85;8.561;94.795;11;2020;1;1.0;0;0
N86;498;4.505;9;2020;1;1.0;0;0
N87;13.939;181.493;13;2020;1;1.0;0;0
N88;4.163;64.168;15;2020;1;1.0;0;0
N89;1.960;20.647;11;2020;1;1.0;0;0
N90;2.230;25.274;11;2020;1;1.0;0;0
N91;1.036;10.758;10;2020;1;1.0;0;0
N92;35.471;379.675;11;2020;1;1.0;0;0
N93;7.960;82.879;10;2020;1;1.0;0;0
N94;54.958;202.424;4;2020;1;1.0;0;0
N95;11.180;122.499;11;2020;1;1.0;0;0
N97;10.324;84.444;8;2020;1;1.0;0;0
N98;2.554;26.645;10;2020;1;1.0;0;0
N99;3.131;74.903;24;2020;1;1.0;0;0
P00;28;416;15;2020;1;1.0;0;0
P01;34;498;15;2020;1;1.0;0;0
P02;20;211;11;2020;1;1.0;0;0
P03;9;68;8;2020;1;1.0;0;0
P04;15;55;4;2020;1;1.0;0;0
P05;112;1.297;12;2020;1;1.0;0;0
P07;328;2.952;9;2020;1;1.0;0;0
P08;60;226;4;2020;1;1.0;0;0
P10;152;962;6;2020;1;1.0;0;0
P11;54;641;12;2020;1;1.0;0;0
P12;12;154;13;2020;1;1.0;0;0
P13;18;315;18;2020;1;1.0;0;0
P14;12;667;56;2020;1;1.0;0;0
P15;85;1.568;18;2020;1;1.0;0;0
P20;29;375;13;2020;1;1.0;0;0
P21;38;703;19;2020;1;1.0;0;0
P22;115;377;3;2020;1;1.0;0;0
P23;17;165;10;2020;1;1.0;0;0
P24;9;29;3;2020;1;1.0;0;0
P25;6;30;5;2020;1;1.0;0;0
P26;4;14;4;2020;1;1.0;0;0
P27;6;454;76;2020;1;1.0;0;0
P28;74;210;3;2020;1;1.0;0;0
P29;24;311;13;2020;1;1.0;0;0
P35;18;177;10;2020;1;1.0;0;0
P36;22;103;5;2020;1;1.0;0;0
P37;44;213;5;2020;1;1.0;0;0
P38;9;82;9;2020;1;1.0;0;0
P39;94;324;3;2020;1;1.0;0;0
P50;26;217;8;2020;1;1.0;0;0
P51;53;272;5;2020;1;1.0;0;0
P52;26;400;15;2020;1;1.0;0;0
P53;66;1.146;17;2020;1;1.0;0;0
P54;14;112;8;2020;1;1.0;0;0
P55;15;78;5;2020;1;1.0;0;0
P58;14;57;4;2020;1;1.0;0;0
P59;256;554;2;2020;1;1.0;0;0
P60;1;15;15;2020;1;1.0;0;0
P61;4;17;4;2020;1;1.0;0;0
P70;59;160;3;2020;1;1.0;0;0
P71;7;108;15;2020;1;1.0;0;0
P72;3;30;10;2020;1;1.0;0;0
P74;6;19;3;2020;1;1.0;0;0
P75;2;18;9;2020;1;1.0;0;0
P76;5;75;15;2020;1;1.0;0;0
P77;3;119;40;2020;1;1.0;0;0
P78;6;50;8;2020;1;1.0;0;0
P81;10;35;4;2020;1;1.0;0;0
P83;10;99;10;2020;1;1.0;0;0
P90;8;19;2;2020;1;1.0;0;0
P91;17;237;14;2020;1;1.0;0;0
P92;54;180;3;2020;1;1.0;0;0
P93;9;407;45;2020;1;1.0;0;0
P94;6;24;4;2020;1;1.0;0;0
P95;135;5.157;38;2020;1;1.0;0;0
P96;44;873;20;2020;1;1.0;0;0
Q00;13;277;21;2020;1;1.0;0;0
Q01;12;992;83;2020;1;1.0;0;0
Q02;3;20;7;2020;1;1.0;0;0
Q03;52;2.195;42;2020;1;1.0;0;0
Q04;40;1.424;36;2020;1;1.0;0;0
Q05;123;4.391;36;2020;1;1.0;0;0
Q06;52;3.324;64;2020;1;1.0;0;0
Q07;89;6.833;77;2020;1;1.0;0;0
Q10;71;489;7;2020;1;1.0;0;0
Q11;25;238;10;2020;1;1.0;0;0
Q12;105;1.464;14;2020;1;1.0;0;0
Q13;37;206;6;2020;1;1.0;0;0
Q14;72;1.005;14;2020;1;1.0;0;0
Q15;78;616;8;2020;1;1.0;0;0
Q16;29;376;13;2020;1;1.0;0;0
Q17;120;1.209;10;2020;1;1.0;0;0
Q18;942;13.247;14;2020;1;1.0;0;0
Q20;140;1.578;11;2020;1;1.0;0;0
Q21;1.564;37.272;24;2020;1;1.0;0;0
Q22;79;1.717;22;2020;1;1.0;0;0
Q23;114;3.193;28;2020;1;1.0;0;0
Q24;147;2.972;20;2020;1;1.0;0;0
Q25;171;3.163;19;2020;1;1.0;0;0
Q26;90;1.708;19;2020;1;1.0;0;0
Q27;289;4.633;16;2020;1;1.0;0;0
Q28;331;8.834;27;2020;1;1.0;0;0
Q30;153;2.449;16;2020;1;1.0;0;0
Q31;46;1.169;25;2020;1;1.0;0;0
Q32;11;433;39;2020;1;1.0;0;0
Q33;29;922;32;2020;1;1.0;0;0
Q34;35;585;17;2020;1;1.0;0;0
Q35;40;493;12;2020;1;1.0;0;0
Q36;12;99;8;2020;1;1.0;0;0
Q37;89;1.088;12;2020;1;1.0;0;0
Q38;72;723;10;2020;1;1.0;0;0
Q39;63;862;14;2020;1;1.0;0;0
Q40;130;1.927;15;2020;1;1.0;0;0
Q41;9;624;69;2020;1;1.0;0;0
Q42;20;137;7;2020;1;1.0;0;0
Q43;966;7.643;8;2020;1;1.0;0;0
Q44;280;7.938;28;2020;1;1.0;0;0
Q45;121;753;6;2020;1;1.0;0;0
Q51;656;6.989;11;2020;1;1.0;0;0
Q53;3;25;8;2020;1;1.0;0;0
Q54;2;13;7;2020;1;1.0;0;0
Q55;5;211;42;2020;1;1.0;0;0
Q56;13;274;21;2020;1;1.0;0;0
Q60;109;1.548;14;2020;1;1.0;0;0
Q61;461;10.664;23;2020;1;1.0;0;0
Q62;96;1.347;14;2020;1;1.0;0;0
Q63;104;1.611;15;2020;1;1.0;0;0
Q64;134;2.945;22;2020;1;1.0;0;0
Q65;2.547;129.274;51;2020;1;1.0;0;0
Q66;5.973;167.710;28;2020;1;1.0;0;0
