ICD;Faelle;Tage;Tage_je_Fall;Jahr;Krankenhaus;Pflicht_alle;freiwillig;male
A54;230;2.606;11;2020;1;1.0;0;0
A55;9;853;95;2020;1;1.0;0;0
A56;241;1.845;8;2020;1;1.0;0;0
A57;11;51;5;2020;1;1.0;0;0
A58;10;60;6;2020;1;1.0;0;0
A59;63;473;8;2020;1;1.0;0;0
A60;2.906;23.394;8;2020;1;1.0;0;0
A63;2.285;20.761;9;2020;1;1.0;0;0
A64;21;169;8;2020;1;1.0;0;0
A65;1;2;2;2020;1;1.0;0;0
A66;29;590;20;2020;1;1.0;0;0
A67;6;77;13;2020;1;1.0;0;0
A68;509;9.749;19;2020;1;1.0;0;0
A69;4.989;108.209;22;2020;1;1.0;0;0
A70;11;172;16;2020;1;1.0;0;0
A71;21;175;8;2020;1;1.0;0;0
A74;294;4.691;16;2020;1;1.0;0;0
A75;15;912;61;2020;1;1.0;0;0
A77;28;190;7;2020;1;1.0;0;0
A78;29;504;17;2020;1;1.0;0;0
A79;12;150;13;2020;1;1.0;0;0
A80;20;312;16;2020;1;1.0;0;0
A81;626;5.951;10;2020;1;1.0;0;0
A82;4;18;5;2020;1;1.0;0;0
A83;16;286;18;2020;1;1.0;0;0
A84;98;4.621;47;2020;1;1.0;0;0
A85;10;168;17;2020;1;1.0;0;0
A86;62;3.657;59;2020;1;1.0;0;0
A87;238;8.787;37;2020;1;1.0;0;0
A88;362;4.000;11;2020;1;1.0;0;0
A89;26;527;20;2020;1;1.0;0;0
A92;34;1.073;32;2020;1;1.0;0;0
A93;40;339;8;2020;1;1.0;0;0
A94;6;60;10;2020;1;1.0;0;0
A95;5;31;6;2020;1;1.0;0;0
A96;14;329;24;2020;1;1.0;0;0
A98;54;796;15;2020;1;1.0;0;0
A99;124;700;6;2020;1;1.0;0;0
B00;16.639;137.720;8;2020;1;1.0;0;0
B01;1.304;16.122;12;2020;1;1.0;0;0
B02;51.755;805.875;16;2020;1;1.0;0;0
B03;4;49;12;2020;1;1.0;0;0
B04;25;170;7;2020;1;1.0;0;0
B05;111;1.465;13;2020;1;1.0;0;0
B06;94;779;8;2020;1;1.0;0;0
B07;5.230;58.115;11;2020;1;1.0;0;0
B08;3.983;31.937;8;2020;1;1.0;0;0
B09;1.403;10.301;7;2020;1;1.0;0;0
B15;110;3.219;29;2020;1;1.0;0;0
B16;85;2.178;26;2020;1;1.0;0;0
B17;453;12.883;28;2020;1;1.0;0;0
B18;496;8.812;18;2020;1;1.0;0;0
B19;117;2.359;20;2020;1;1.0;0;0
B20;36;1.274;35;2020;1;1.0;0;0
B21;8;1.009;126;2020;1;1.0;0;0
B22;21;640;30;2020;1;1.0;0;0
B23;94;680;7;2020;1;1.0;0;0
B24;205;4.942;24;2020;1;1.0;0;0
B25;393;8.682;22;2020;1;1.0;0;0
B26;218;2.674;12;2020;1;1.0;0;0
B27;4.933;96.181;20;2020;1;1.0;0;0
B30;1.594;11.746;7;2020;1;1.0;0;0
B33;3.297;26.218;8;2020;1;1.0;0;0
B34;483.779;3.784.428;8;2020;1;1.0;0;0
B35;2.120;24.022;11;2020;1;1.0;0;0
B36;1.375;13.493;10;2020;1;1.0;0;0
B37;3.497;37.718;11;2020;1;1.0;0;0
B38;18;147;8;2020;1;1.0;0;0
B39;323;3.012;9;2020;1;1.0;0;0
B40;22;1.060;48;2020;1;1.0;0;0
B41;7;76;11;2020;1;1.0;0;0
B42;27;457;17;2020;1;1.0;0;0
B43;125;958;8;2020;1;1.0;0;0
B44;111;4.960;45;2020;1;1.0;0;0
B45;13;450;35;2020;1;1.0;0;0
B46;14;137;10;2020;1;1.0;0;0
B47;17;168;10;2020;1;1.0;0;0
B48;134;1.681;13;2020;1;1.0;0;0
B49;981;8.227;8;2020;1;1.0;0;0
B50;57;1.121;20;2020;1;1.0;0;0
B51;41;446;11;2020;1;1.0;0;0
B52;25;224;9;2020;1;1.0;0;0
B53;53;805;15;2020;1;1.0;0;0
B54;62;685;11;2020;1;1.0;0;0
B55;30;254;8;2020;1;1.0;0;0
B56;15;265;18;2020;1;1.0;0;0
B57;10;84;8;2020;1;1.0;0;0
B58;129;3.698;29;2020;1;1.0;0;0
B60;36;690;19;2020;1;1.0;0;0
B64;7;155;22;2020;1;1.0;0;0
B65;28;185;7;2020;1;1.0;0;0
B66;54;488;9;2020;1;1.0;0;0
B67;93;3.661;39;2020;1;1.0;0;0
B68;12;67;6;2020;1;1.0;0;0
B69;33;515;16;2020;1;1.0;0;0
B70;10;123;12;2020;1;1.0;0;0
B71;23;210;9;2020;1;1.0;0;0
B72;6;59;10;2020;1;1.0;0;0
B73;13;775;60;2020;1;1.0;0;0
B74;11;92;8;2020;1;1.0;0;0
B75;1;1;1;2020;1;1.0;0;0
B76;11;102;9;2020;1;1.0;0;0
B77;63;374;6;2020;1;1.0;0;0
B78;2;11;6;2020;1;1.0;0;0
B79;12;211;18;2020;1;1.0;0;0
B80;532;2.296;4;2020;1;1.0;0;0
B81;19;86;5;2020;1;1.0;0;0
B82;80;907;11;2020;1;1.0;0;0
B83;432;2.406;6;2020;1;1.0;0;0
B85;1.604;5.498;3;2020;1;1.0;0;0
B86;10.194;66.336;7;2020;1;1.0;0;0
B87;42;294;7;2020;1;1.0;0;0
B88;528;4.087;8;2020;1;1.0;0;0
B89;137;1.651;12;2020;1;1.0;0;0
B90;45;937;21;2020;1;1.0;0;0
B91;25;2.099;84;2020;1;1.0;0;0
B92;8;46;6;2020;1;1.0;0;0
B94;283;2.746;10;2020;1;1.0;0;0
B95;402;6.262;16;2020;1;1.0;0;0
B96;551;8.665;16;2020;1;1.0;0;0
B97;2.332;22.812;10;2020;1;1.0;0;0
B98;1.166;14.320;12;2020;1;1.0;0;0
B99;178.511;1.429.462;8;2020;1;1.0;0;0
C00;208;4.184;20;2020;1;1.0;0;0
C01;166;13.921;84;2020;1;1.0;0;0
C02;339;29.994;88;2020;1;1.0;0;0
C03;93;7.385;79;2020;1;1.0;0;0
C04;258;21.439;83;2020;1;1.0;0;0
C05;102;8.904;87;2020;1;1.0;0;0
C06;167;11.834;71;2020;1;1.0;0;0
C07;161;8.042;50;2020;1;1.0;0;0
C08;95;7.389;78;2020;1;1.0;0;0
C09;176;20.328;116;2020;1;1.0;0;0
C10;324;27.065;84;2020;1;1.0;0;0
C11;172;8.681;50;2020;1;1.0;0;0
C12;33;1.372;42;2020;1;1.0;0;0
C13;105;6.021;57;2020;1;1.0;0;0
C14;28;3.275;117;2020;1;1.0;0;0
C15;376;47.556;126;2020;1;1.0;0;0
C16;1.299;152.785;118;2020;1;1.0;0;0
C17;379;24.914;66;2020;1;1.0;0;0
C18;11.686;418.701;36;2020;1;1.0;0;0
C19;283;21.639;76;2020;1;1.0;0;0
C20;2.147;276.486;129;2020;1;1.0;0;0
C21;626;57.001;91;2020;1;1.0;0;0
C22;463;49.878;108;2020;1;1.0;0;0
C23;100;12.564;126;2020;1;1.0;0;0
C24;138;21.936;159;2020;1;1.0;0;0
C25;1.113;183.001;164;2020;1;1.0;0;0
C26;529;15.000;28;2020;1;1.0;0;0
C30;130;8.933;69;2020;1;1.0;0;0
C31;134;8.586;64;2020;1;1.0;0;0
C32;219;21.347;97;2020;1;1.0;0;0
C33;18;998;55;2020;1;1.0;0;0
C34;4.368;652.522;149;2020;1;1.0;0;0
C37;41;5.207;127;2020;1;1.0;0;0
C38;66;8.521;129;2020;1;1.0;0;0
C39;22;2.308;105;2020;1;1.0;0;0
C40;161;10.935;68;2020;1;1.0;0;0
C41;352;29.401;84;2020;1;1.0;0;0
C43;9.165;197.201;22;2020;1;1.0;0;0
C44;15.575;171.379;11;2020;1;1.0;0;0
C45;65;4.298;66;2020;1;1.0;0;0
C46;17;1.286;76;2020;1;1.0;0;0
C47;111;4.894;44;2020;1;1.0;0;0
C48;153;25.626;167;2020;1;1.0;0;0
C49;1.155;89.937;78;2020;1;1.0;0;0
C50;50.302;6.289.106;125;2020;1;1.0;0;0
C51;903;78.241;87;2020;1;1.0;0;0
C52;106;11.095;105;2020;1;1.0;0;0
C53;3.605;328.081;91;2020;1;1.0;0;0
C54;2.263;234.302;104;2020;1;1.0;0;0
C56;3.449;438.574;127;2020;1;1.0;0;0
C57;222;30.199;136;2020;1;1.0;0;0
C58;65;5.176;80;2020;1;1.0;0;0
C60;13;653;50;2020;1;1.0;0;0
C61;9;590;66;2020;1;1.0;0;0
C62;4;214;54;2020;1;1.0;0;0
C63;3;292;97;2020;1;1.0;0;0
C64;1.064;104.366;98;2020;1;1.0;0;0
C65;74;5.180;70;2020;1;1.0;0;0
C66;56;4.478;80;2020;1;1.0;0;0
C67;2.567;103.974;41;2020;1;1.0;0;0
C68;426;31.320;74;2020;1;1.0;0;0
C69;579;22.765;39;2020;1;1.0;0;0
C70;34;4.613;136;2020;1;1.0;0;0
C71;1.317;209.753;159;2020;1;1.0;0;0
C72;72;4.303;60;2020;1;1.0;0;0
C73;4.107;136.455;33;2020;1;1.0;0;0
C74;105;7.175;68;2020;1;1.0;0;0
C75;120;7.991;67;2020;1;1.0;0;0
C76;208;15.185;73;2020;1;1.0;0;0
C77;875;94.402;108;2020;1;1.0;0;0
C78;2.043;213.293;104;2020;1;1.0;0;0
C79;2.074;248.210;120;2020;1;1.0;0;0
C80;1.623;162.600;100;2020;1;1.0;0;0
C81;1.211;106.105;88;2020;1;1.0;0;0
C82;845;34.001;40;2020;1;1.0;0;0
C83;916;63.154;69;2020;1;1.0;0;0
C84;311;15.412;50;2020;1;1.0;0;0
C85;1.892;196.000;104;2020;1;1.0;0;0
C86;49;3.703;76;2020;1;1.0;0;0
C88;239;10.144;42;2020;1;1.0;0;0
C90;1.065;108.402;102;2020;1;1.0;0;0
C91;1.132;73.535;65;2020;1;1.0;0;0
C92;1.159;105.837;91;2020;1;1.0;0;0
C93;80;2.961;37;2020;1;1.0;0;0
C94;70;4.549;65;2020;1;1.0;0;0
C95;150;21.835;146;2020;1;1.0;0;0
C96;111;5.392;49;2020;1;1.0;0;0
C97;27;2.069;77;2020;1;1.0;0;0
D00;114;4.005;35;2020;1;1.0;0;0
D01;215;5.652;26;2020;1;1.0;0;0
D02;97;2.137;22;2020;1;1.0;0;0
D03;1.004;10.727;11;2020;1;1.0;0;0
D04;783;5.317;7;2020;1;1.0;0;0
D05;2.341;159.858;68;2020;1;1.0;0;0
D06;5.542;82.152;15;2020;1;1.0;0;0
D07;640;12.471;19;2020;1;1.0;0;0
D09;287;10.703;37;2020;1;1.0;0;0
D10;1.364;16.032;12;2020;1;1.0;0;0
D11;1.145;20.902;18;2020;1;1.0;0;0
D12;13.698;45.087;3;2020;1;1.0;0;0
D13;1.744;20.304;12;2020;1;1.0;0;0
D14;437;7.540;17;2020;1;1.0;0;0
D15;122;7.209;59;2020;1;1.0;0;0
D16;1.260;43.545;35;2020;1;1.0;0;0
D17;9.906;129.002;13;2020;1;1.0;0;0
D18;2.060;48.982;24;2020;1;1.0;0;0
D19;58;710;12;2020;1;1.0;0;0
D20;71;1.720;24;2020;1;1.0;0;0
D21;5.207;68.398;13;2020;1;1.0;0;0
D22;27.484;96.396;4;2020;1;1.0;0;0
D23;5.568;34.080;6;2020;1;1.0;0;0
D24;4.566;50.741;11;2020;1;1.0;0;0
D25;25.671;621.144;24;2020;1;1.0;0;0
D26;434;8.501;20;2020;1;1.0;0;0
D27;5.572;76.908;14;2020;1;1.0;0;0
D28;522;5.687;11;2020;1;1.0;0;0
D29;5;19;4;2020;1;1.0;0;0
D30;196;4.722;24;2020;1;1.0;0;0
D31;410;2.400;6;2020;1;1.0;0;0
D32;2.130;226.523;106;2020;1;1.0;0;0
D33;870;65.397;75;2020;1;1.0;0;0
D34;612;9.796;16;2020;1;1.0;0;0
D35;1.868;72.801;39;2020;1;1.0;0;0
D36;3.344;72.440;22;2020;1;1.0;0;0
D37;7.137;144.613;20;2020;1;1.0;0;0
D38;1.337;73.719;55;2020;1;1.0;0;0
D39;6.813;194.728;29;2020;1;1.0;0;0
D40;28;771;28;2020;1;1.0;0;0
D41;1.661;63.951;39;2020;1;1.0;0;0
D42;56;5.196;93;2020;1;1.0;0;0
D43;810;93.532;115;2020;1;1.0;0;0
D44;985;34.782;35;2020;1;1.0;0;0
D45;348;6.917;20;2020;1;1.0;0;0
D46;355;22.582;64;2020;1;1.0;0;0
D47;1.590;39.820;25;2020;1;1.0;0;0
D48;29.194;521.970;18;2020;1;1.0;0;0
D50;9.142;135.369;15;2020;1;1.0;0;0
D51;299;4.391;15;2020;1;1.0;0;0
D52;88;2.478;28;2020;1;1.0;0;0
D53;91;2.754;30;2020;1;1.0;0;0
D55;30;480;16;2020;1;1.0;0;0
D56;369;5.261;14;2020;1;1.0;0;0
D57;184;2.652;14;2020;1;1.0;0;0
D58;149;3.501;24;2020;1;1.0;0;0
D59;358;10.553;29;2020;1;1.0;0;0
D60;46;711;15;2020;1;1.0;0;0
D61;389;15.797;41;2020;1;1.0;0;0
D62;373;14.415;39;2020;1;1.0;0;0
D63;78;3.376;43;2020;1;1.0;0;0
D64;4.882;94.989;19;2020;1;1.0;0;0
D65;9;597;66;2020;1;1.0;0;0
D66;40;495;12;2020;1;1.0;0;0
D67;2;29;15;2020;1;1.0;0;0
D68;1.276;20.592;16;2020;1;1.0;0;0
D69;1.633;40.303;25;2020;1;1.0;0;0
D70;607;18.779;31;2020;1;1.0;0;0
D71;15;165;11;2020;1;1.0;0;0
D72;549;10.492;19;2020;1;1.0;0;0
D73;187;6.515;35;2020;1;1.0;0;0
D74;7;233;33;2020;1;1.0;0;0
D75;459;8.908;19;2020;1;1.0;0;0
D76;46;1.628;35;2020;1;1.0;0;0
D77;10;615;62;2020;1;1.0;0;0
D80;1.231;19.325;16;2020;1;1.0;0;0
D81;43;588;14;2020;1;1.0;0;0
D82;26;967;37;2020;1;1.0;0;0
D83;215;1.604;7;2020;1;1.0;0;0
D84;936;15.017;16;2020;1;1.0;0;0
D86;2.563;92.778;36;2020;1;1.0;0;0
D89;687;15.223;22;2020;1;1.0;0;0
D90;332;10.542;32;2020;1;1.0;0;0
E00;33;267;8;2020;1;1.0;0;0
E01;749;15.558;21;2020;1;1.0;0;0
E02;22;254;12;2020;1;1.0;0;0
E03;5.560;131.844;24;2020;1;1.0;0;0
E04;17.205;317.641;18;2020;1;1.0;0;0
E05;11.437;227.235;20;2020;1;1.0;0;0
E06;4.708;95.123;20;2020;1;1.0;0;0
E07;1.856;29.752;16;2020;1;1.0;0;0
E10;8.536;138.344;16;2020;1;1.0;0;0
E11;11.372;239.748;21;2020;1;1.0;0;0
E12;29;802;28;2020;1;1.0;0;0
E13;274;6.545;24;2020;1;1.0;0;0
E14;2.942;72.399;25;2020;1;1.0;0;0
E15;28;507;18;2020;1;1.0;0;0
E16;1.174;12.650;11;2020;1;1.0;0;0
E20;108;2.505;23;2020;1;1.0;0;0
E21;1.020;22.640;22;2020;1;1.0;0;0
E22;243;4.589;19;2020;1;1.0;0;0
E23;414;10.802;26;2020;1;1.0;0;0
E24;253;8.219;32;2020;1;1.0;0;0
E25;112;1.039;9;2020;1;1.0;0;0
E26;352;6.189;18;2020;1;1.0;0;0
E27;614;22.738;37;2020;1;1.0;0;0
E28;888;10.168;11;2020;1;1.0;0;0
E29;7;63;9;2020;1;1.0;0;0
E30;17;108;6;2020;1;1.0;0;0
E31;78;1.932;25;2020;1;1.0;0;0
E32;290;13.518;47;2020;1;1.0;0;0
E34;833;11.597;14;2020;1;1.0;0;0
E35;8;97;12;2020;1;1.0;0;0
E40;9;114;13;2020;1;1.0;0;0
E41;65;2.883;44;2020;1;1.0;0;0
E42;19;380;20;2020;1;1.0;0;0
E43;43;487;11;2020;1;1.0;0;0
E44;15;145;10;2020;1;1.0;0;0
E45;16;1.692;106;2020;1;1.0;0;0
E46;48;2.253;47;2020;1;1.0;0;0
E50;42;404;10;2020;1;1.0;0;0
E51;65;2.884;44;2020;1;1.0;0;0
E52;11;170;15;2020;1;1.0;0;0
E53;459;11.267;25;2020;1;1.0;0;0
E54;6;65;11;2020;1;1.0;0;0
E55;531;11.999;23;2020;1;1.0;0;0
E56;104;1.292;12;2020;1;1.0;0;0
E58;14;207;15;2020;1;1.0;0;0
E59;17;560;33;2020;1;1.0;0;0
E60;6;138;23;2020;1;1.0;0;0
E61;1.333;15.264;11;2020;1;1.0;0;0
E63;35;516;15;2020;1;1.0;0;0
E64;13;205;16;2020;1;1.0;0;0
E65;919;34.549;38;2020;1;1.0;0;0
E66;10.512;278.476;26;2020;1;1.0;0;0
E67;28;331;12;2020;1;1.0;0;0
E68;37;1.644;44;2020;1;1.0;0;0
E70;89;2.063;23;2020;1;1.0;0;0
E71;41;465;11;2020;1;1.0;0;0
E72;82;1.241;15;2020;1;1.0;0;0
E73;1.880;10.650;6;2020;1;1.0;0;0
E74;1.264;7.064;6;2020;1;1.0;0;0
E75;213;3.746;18;2020;1;1.0;0;0
E76;67;440;7;2020;1;1.0;0;0
E77;32;603;19;2020;1;1.0;0;0
E78;2.232;40.673;18;2020;1;1.0;0;0
E79;290;5.691;20;2020;1;1.0;0;0
E80;278;3.766;14;2020;1;1.0;0;0
E83;1.215;19.068;16;2020;1;1.0;0;0
E84;1.190;18.212;15;2020;1;1.0;0;0
E85;323;5.804;18;2020;1;1.0;0;0
E86;1.759;16.996;10;2020;1;1.0;0;0
E87;1.258;32.785;26;2020;1;1.0;0;0
E88;6.561;134.862;21;2020;1;1.0;0;0
E89;1.753;52.436;30;2020;1;1.0;0;0
E90;6;126;21;2020;1;1.0;0;0
F00;67;8.517;127;2020;1;1.0;0;0
F01;53;3.984;75;2020;1;1.0;0;0
F02;28;2.066;74;2020;1;1.0;0;0
F03;195;16.442;84;2020;1;1.0;0;0
F04;18;811;45;2020;1;1.0;0;0
F05;121;6.200;51;2020;1;1.0;0;0
F06;1.308;76.440;58;2020;1;1.0;0;0
F07;523;24.413;47;2020;1;1.0;0;0
F09;593;15.870;27;2020;1;1.0;0;0
F10;16.074;755.965;47;2020;1;1.0;0;0
F11;736;30.207;41;2020;1;1.0;0;0
F12;971;62.157;64;2020;1;1.0;0;0
F13;949;33.550;35;2020;1;1.0;0;0
F14;190;8.551;45;2020;1;1.0;0;0
F15;521;29.392;56;2020;1;1.0;0;0
F16;55;699;13;2020;1;1.0;0;0
F17;1.306;49.272;38;2020;1;1.0;0;0
F18;99;1.645;17;2020;1;1.0;0;0
F19;1.334;75.795;57;2020;1;1.0;0;0
F20;5.768;414.263;72;2020;1;1.0;0;0
F21;155;10.702;69;2020;1;1.0;0;0
F22;675;63.406;94;2020;1;1.0;0;0
F23;2.201;150.659;68;2020;1;1.0;0;0
F24;9;635;71;2020;1;1.0;0;0
F25;3.584;300.462;84;2020;1;1.0;0;0
F28;56;3.684;66;2020;1;1.0;0;0
F29;626;40.283;64;2020;1;1.0;0;0
F30;984;32.716;33;2020;1;1.0;0;0
F31;5.561;505.714;91;2020;1;1.0;0;0
F32;273.248;20.597.819;75;2020;1;1.0;0;0
F33;87.586;8.966.667;102;2020;1;1.0;0;0
F34;9.119;539.794;59;2020;1;1.0;0;0
F38;399;12.056;30;2020;1;1.0;0;0
F39;570;17.373;30;2020;1;1.0;0;0
F40;4.852;395.745;82;2020;1;1.0;0;0
F41;90.630;5.421.867;60;2020;1;1.0;0;0
F42;3.368;284.417;84;2020;1;1.0;0;0
F43;521.147;15.967.746;31;2020;1;1.0;0;0
F44;1.909;103.006;54;2020;1;1.0;0;0
F45;137.686;4.884.767;35;2020;1;1.0;0;0
F48;233.581;6.963.401;30;2020;1;1.0;0;0
F50;3.940;357.305;91;2020;1;1.0;0;0
F51;11.339;354.747;31;2020;1;1.0;0;0
F52;111;2.929;26;2020;1;1.0;0;0
F53;276;10.502;38;2020;1;1.0;0;0
F54;2.855;88.121;31;2020;1;1.0;0;0
F55;110;4.008;36;2020;1;1.0;0;0
F59;298;9.038;30;2020;1;1.0;0;0
F60;9.270;814.839;88;2020;1;1.0;0;0
F61;860;108.008;126;2020;1;1.0;0;0
F62;1.076;46.981;44;2020;1;1.0;0;0
F63;263;26.786;102;2020;1;1.0;0;0
F64;569;25.787;45;2020;1;1.0;0;0
F65;10;178;18;2020;1;1.0;0;0
F66;25;1.066;43;2020;1;1.0;0;0
F68;1.321;42.572;32;2020;1;1.0;0;0
F69;292;9.323;32;2020;1;1.0;0;0
F70;381;10.379;27;2020;1;1.0;0;0
F71;174;3.154;18;2020;1;1.0;0;0
F72;40;1.037;26;2020;1;1.0;0;0
F73;27;379;14;2020;1;1.0;0;0
F74;8;133;17;2020;1;1.0;0;0
F78;26;464;18;2020;1;1.0;0;0
F79;165;4.892;30;2020;1;1.0;0;0
F80;107;3.695;35;2020;1;1.0;0;0
F81;96;2.444;25;2020;1;1.0;0;0
F82;69;2.785;40;2020;1;1.0;0;0
F83;50;700;14;2020;1;1.0;0;0
F84;306;17.658;58;2020;1;1.0;0;0
F88;5;181;36;2020;1;1.0;0;0
F89;21;226;11;2020;1;1.0;0;0
F90;1.067;85.126;80;2020;1;1.0;0;0
F91;721;17.546;24;2020;1;1.0;0;0
F92;185;9.243;50;2020;1;1.0;0;0
F93;329;7.939;24;2020;1;1.0;0;0
F94;49;2.132;44;2020;1;1.0;0;0
F95;319;7.162;22;2020;1;1.0;0;0
F98;529;22.504;43;2020;1;1.0;0;0
F99;5.206;147.986;28;2020;1;1.0;0;0
G00;159;6.994;44;2020;1;1.0;0;0
G01;10;488;49;2020;1;1.0;0;0
G02;80;1.995;25;2020;1;1.0;0;0
G03;537;23.728;44;2020;1;1.0;0;0
G04;1.832;71.815;39;2020;1;1.0;0;0
G05;48;2.086;43;2020;1;1.0;0;0
G06;116;11.706;101;2020;1;1.0;0;0
G07;8;115;14;2020;1;1.0;0;0
G08;282;15.862;56;2020;1;1.0;0;0
G09;53;1.095;21;2020;1;1.0;0;0
G10;83;7.730;93;2020;1;1.0;0;0
G11;270;14.603;54;2020;1;1.0;0;0
G12;556;39.731;71;2020;1;1.0;0;0
G13;40;190;5;2020;1;1.0;0;0
G14;69;5.224;76;2020;1;1.0;0;0
G20;1.209;83.694;69;2020;1;1.0;0;0
G21;67;1.975;29;2020;1;1.0;0;0
G22;11;760;69;2020;1;1.0;0;0
G23;90;4.828;54;2020;1;1.0;0;0
G24;2.819;48.226;17;2020;1;1.0;0;0
G25;2.342;77.033;33;2020;1;1.0;0;0
G26;11;34;3;2020;1;1.0;0;0
G30;125;17.175;137;2020;1;1.0;0;0
G31;144;10.960;76;2020;1;1.0;0;0
G32;26;368;14;2020;1;1.0;0;0
G35;32.579;967.521;30;2020;1;1.0;0;0
G36;286;6.445;23;2020;1;1.0;0;0
G37;475;13.517;28;2020;1;1.0;0;0
G40;14.073;393.678;28;2020;1;1.0;0;0
G41;305;6.086;20;2020;1;1.0;0;0
G43;326.458;1.429.856;4;2020;1;1.0;0;0
G44;47.387;376.142;8;2020;1;1.0;0;0
G45;5.857;165.019;28;2020;1;1.0;0;0
G46;46;3.519;77;2020;1;1.0;0;0
G47;53.595;992.291;19;2020;1;1.0;0;0
G50;7.737;197.941;26;2020;1;1.0;0;0
G51;4.602;160.734;35;2020;1;1.0;0;0
G52;274;10.696;39;2020;1;1.0;0;0
G53;1.620;43.570;27;2020;1;1.0;0;0
G54;4.036;147.556;37;2020;1;1.0;0;0
G55;12.172;510.981;42;2020;1;1.0;0;0
G56;53.625;1.919.712;36;2020;1;1.0;0;0
G57;4.403;192.740;44;2020;1;1.0;0;0
G58;18.765;213.722;11;2020;1;1.0;0;0
G59;31;343;11;2020;1;1.0;0;0
G60;333;17.077;51;2020;1;1.0;0;0
G61;1.218;44.495;37;2020;1;1.0;0;0
G62;3.854;194.550;50;2020;1;1.0;0;0
G63;301;21.055;70;2020;1;1.0;0;0
G64;45;652;14;2020;1;1.0;0;0
G70;1.067;45.086;42;2020;1;1.0;0;0
G71;686;28.050;41;2020;1;1.0;0;0
G72;454;14.589;32;2020;1;1.0;0;0
G73;52;2.169;42;2020;1;1.0;0;0
G80;322;10.983;34;2020;1;1.0;0;0
G81;1.003;113.516;113;2020;1;1.0;0;0
G82;858;62.230;73;2020;1;1.0;0;0
G83;1.217;54.560;45;2020;1;1.0;0;0
G90;1.563;107.275;69;2020;1;1.0;0;0
G91;370;18.217;49;2020;1;1.0;0;0
G92;13;132;10;2020;1;1.0;0;0
G93;6.401;230.128;36;2020;1;1.0;0;0
G94;24;468;20;2020;1;1.0;0;0
G95;552;35.184;64;2020;1;1.0;0;0
G96;422;12.693;30;2020;1;1.0;0;0
G97;626;12.702;20;2020;1;1.0;0;0
G98;176;7.804;44;2020;1;1.0;0;0
G99;593;25.076;42;2020;1;1.0;0;0
H00;16.405;64.927;4;2020;1;1.0;0;0
H01;6.398;30.449;5;2020;1;1.0;0;0
H02;5.411;44.876;8;2020;1;1.0;0;0
H03;166;1.383;8;2020;1;1.0;0;0
H04;2.954;21.307;7;2020;1;1.0;0;0
H05;496;11.139;22;2020;1;1.0;0;0
H06;195;5.591;29;2020;1;1.0;0;0
H10;69.005;328.447;5;2020;1;1.0;0;0
H11;4.053;25.922;6;2020;1;1.0;0;0
H13;211;1.441;7;2020;1;1.0;0;0
H15;1.831;12.253;7;2020;1;1.0;0;0
H16;10.372;72.032;7;2020;1;1.0;0;0
H17;288;4.392;15;2020;1;1.0;0;0
H18;3.716;47.731;13;2020;1;1.0;0;0
H19;597;7.642;13;2020;1;1.0;0;0
H20;4.938;65.513;13;2020;1;1.0;0;0
H21;304;3.088;10;2020;1;1.0;0;0
H22;39;549;14;2020;1;1.0;0;0
H25;7.887;145.834;18;2020;1;1.0;0;0
H26;10.369;170.021;16;2020;1;1.0;0;0
H27;1.612;32.901;20;2020;1;1.0;0;0
H28;62;1.327;21;2020;1;1.0;0;0
H30;960;14.499;15;2020;1;1.0;0;0
H31;422;3.708;9;2020;1;1.0;0;0
H32;25;478;19;2020;1;1.0;0;0
H33;6.251;161.764;26;2020;1;1.0;0;0
H34;3.016;31.904;11;2020;1;1.0;0;0
H35;13.250;121.416;9;2020;1;1.0;0;0
H36;1.499;9.166;6;2020;1;1.0;0;0
H40;10.410;78.561;8;2020;1;1.0;0;0
H42;16;391;24;2020;1;1.0;0;0
H43;4.320;53.454;12;2020;1;1.0;0;0
H44;660;8.940;14;2020;1;1.0;0;0
H45;48;779;16;2020;1;1.0;0;0
H46;1.591;41.471;26;2020;1;1.0;0;0
H47;1.110;28.688;26;2020;1;1.0;0;0
H48;46;800;17;2020;1;1.0;0;0
H49;559;24.912;45;2020;1;1.0;0;0
H50;1.575;19.426;12;2020;1;1.0;0;0
H51;203;4.586;23;2020;1;1.0;0;0
H52;3.452;21.726;6;2020;1;1.0;0;0
H53;9.581;159.583;17;2020;1;1.0;0;0
H54;1.192;24.692;21;2020;1;1.0;0;0
H55;192;3.775;20;2020;1;1.0;0;0
H57;25.105;66.306;3;2020;1;1.0;0;0
H58;207;4.052;20;2020;1;1.0;0;0
H59;2.559;32.964;13;2020;1;1.0;0;0
H60;31.458;188.498;6;2020;1;1.0;0;0
H61;4.234;28.840;7;2020;1;1.0;0;0
H62;139;1.638;12;2020;1;1.0;0;0
H65;11.212;98.432;9;2020;1;1.0;0;0
H66;40.826;337.707;8;2020;1;1.0;0;0
H67;127;1.311;10;2020;1;1.0;0;0
H68;5.740;40.588;7;2020;1;1.0;0;0
H69;3.893;26.590;7;2020;1;1.0;0;0
H70;634;11.210;18;2020;1;1.0;0;0
H71;1.333;26.127;20;2020;1;1.0;0;0
H72;1.183;16.258;14;2020;1;1.0;0;0
H73;1.202;8.707;7;2020;1;1.0;0;0
H74;553;8.377;15;2020;1;1.0;0;0
H75;46;1.125;24;2020;1;1.0;0;0
